证券代码,证券简称,"广告宣传推广费(销售费用)
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2018年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2019年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2020年报
[报表类型] 合并报表
[单位] 元","所属证监会行业名称
[交易日期] 最新收盘日
[行业级别] 门类行业"
002141.SZ,贤丰控股,,"262,331.6800","476,049.1300","268,802.7200","929,704.2300","939,635.5700","1,071,784.0200","367,763.3800","945,630.6400","707,350.6700",制造业
002142.SZ,宁波银行,,,,,,,,,,,金融业
002144.SZ,宏达高科,,"3,236,100.6500","3,468,300.6000","3,166,690.5000","4,728,082.7300","3,339,894.5000","2,307,936.1600","2,520,802.1600","2,811,696.3200","704,719.9000",制造业
002145.SZ,中核钛白,,,"1,788,889.9900",0.0000,"2,642,885.7800","620,282.5800","1,196,427.1600","1,159,947.8000","2,115,495.9300","516,891.2900",制造业
002146.SZ,荣盛发展,,"118,611,102.6100","191,534,371.0800","225,883,489.8200","245,372,215.8400","257,983,751.6300","308,667,875.7000","333,561,285.7500","334,309,904.3100","439,994,831.5200",房地产业
002147.SZ,*ST新光,,"774,460.2000","436,300.0300","340,577.1600","346,010.0800","16,131,338.1000","39,402,271.9900","23,961,967.7500","12,022,180.3000","8,760,285.3600",房地产业
002148.SZ,北纬科技,,,,"4,347,139.9600","2,071,971.8800","167,537.7000","23,891.0400","59,291.4500","108,150.4000",97.2300,信息传输、软件和信息技术服务业
002149.SZ,西部材料,,"845,955.3700","267,686.3000","374,802.8600","631,594.9800","836,573.9900","654,585.0500","1,551,480.4000","2,555,496.5900","3,143,806.8800",制造业
002150.SZ,通润装备,,"3,666,388.5600","2,179,929.6300","1,791,166.4000","1,543,929.6200","1,998,735.1300","1,694,804.0000","2,044,445.4000","2,109,752.4600","278,603.6000",制造业
002151.SZ,北斗星通,,"1,995,923.6500","955,260.7900","2,597,044.1600","4,042,891.6500","3,902,390.3900","5,247,580.4100","4,758,669.8700","12,437,846.6700","6,169,623.8100",制造业
002152.SZ,广电运通,,,,,,,,,,,制造业
002153.SZ,石基信息,,"2,672,455.4900","2,647,922.4200","3,658,481.5500","3,738,122.6600","3,614,671.1500","5,316,978.6800","16,318,825.1200","35,819,810.1600","15,450,802.3000",信息传输、软件和信息技术服务业
002154.SZ,报喜鸟,,"106,031,432.6400","87,737,759.8900","70,484,739.2500","72,776,855.6700","73,578,269.5000","70,750,216.7900","95,913,965.3000","112,281,783.5300","199,161,778.8100",制造业
002155.SZ,湖南黄金,,,,,,,,,,,采矿业
002156.SZ,通富微电,,,,,,,,,,,制造业
002157.SZ,正邦科技,,"19,999,759.2500","13,894,122.1400","22,826,783.0500","30,171,437.2500","31,882,899.4200","27,505,591.4200","32,488,976.2100","29,064,669.1000","13,830,731.6800",制造业
002158.SZ,汉钟精机,,"1,504,264.8300","1,034,655.6700","1,562,780.4000","1,595,215.7100","1,744,227.4200","2,484,833.9500","3,659,890.4400","2,961,820.6800","1,035,216.5100",制造业
002159.SZ,三特索道,,"10,613,529.8400","10,529,655.0700","13,034,331.8900","15,497,515.7700","17,204,275.1500","16,167,910.4000","15,644,179.7000","14,025,912.2800","8,561,101.0600",水利、环境和公共设施管理业
002160.SZ,常铝股份,,"15,600.0000",,,"1,494,575.9900","1,488,988.4400","3,868,248.3600","966,520.4700","1,276,035.2900","229,237.5900",制造业
002161.SZ,远望谷,,"1,620,840.7400","2,147,719.1400","1,223,632.6500","1,318,208.1300","2,997,841.6300","3,265,378.6600","3,645,045.9300","2,863,606.5800","5,400,219.0300",制造业
002162.SZ,悦心健康,,,,"31,637,214.7300","16,967,607.2800","22,094,447.1900","22,890,654.3100","25,985,764.5600","29,561,856.7500","21,644,448.4300",制造业
002163.SZ,海南发展,,,,,"630,252.5200","685,045.1700","801,161.7100","281,498.9300",,"931,430.9800",建筑业
002164.SZ,宁波东力,,"925,298.9000",,,,,"3,422,291.3400","5,317,116.5400","2,556,076.5300","911,493.6300",制造业
002165.SZ,红宝丽,,,,,,,,,,,制造业
002166.SZ,莱茵生物,,"1,765,831.9200","1,463,726.9400","2,299,207.8600","1,717,249.4400","2,538,268.7400","4,953,565.1300","4,593,202.6900","4,711,703.6900","2,905,328.1700",制造业
002167.SZ,东方锆业,,"477,920.0000","305,067.3700","147,464.1600","34,592.0500","21,800.0000","89,922.6200","223,920.8700","290,649.7200","235,288.4900",制造业
002168.SZ,惠程科技,,"10,055,362.8000","10,259,317.7700","35,565,661.3200","31,254,735.8100","33,833,078.2700","64,284,679.6600","866,599,008.0000","335,683,471.7100","353,567,216.1000",信息传输、软件和信息技术服务业
002169.SZ,智光电气,,"403,854.4200","634,584.9000","655,942.9100","1,003,043.1600","1,126,105.4100","1,155,442.6800","2,358,054.0200","607,178.2400","296,527.6600",制造业
002170.SZ,芭田股份,,"23,068,609.1000","31,252,635.6600","40,080,377.3800","16,513,825.3300","23,903,043.1700","36,013,253.0900","34,458,758.4500","26,077,139.6800","49,359,913.4300",制造业
002171.SZ,楚江新材,,,,,,,,,"1,166,428.3800","2,015,362.5500",制造业
002172.SZ,澳洋健康,,,,,,,,,,,制造业
002173.SZ,创新医疗,,"3,157,152.8400","1,075,808.8200","1,563,903.5400","1,140,104.6700","5,076,774.8600","1,183,540.9700","1,550,419.0900","2,422,425.0100","2,236,326.0400",卫生和社会工作
002174.SZ,游族网络,,"2,188,896.8900","2,063,079.3400","2,464,069.4500",,,,,,,信息传输、软件和信息技术服务业
002175.SZ,*ST东网,,"2,265,597.2800","2,137,415.4900","2,387,366.8600","2,543,357.3600","6,913,277.6600","3,978,615.0900","4,865,190.9000","2,833,431.4200","266,133.2700",制造业
002176.SZ,江特电机,,"1,779,087.0000","1,582,687.5500","1,585,164.9100","572,335.6000","6,431,703.9000","6,316,026.4800","6,075,978.4600","2,214,182.4200","948,634.2300",制造业
002177.SZ,御银股份,,"21,867,003.1800","29,895,190.4800","26,633,612.1900","24,970,269.6500","19,939,191.9700","29,013,115.8700","18,969,621.3200","13,984,937.4300","12,367,988.6300",制造业
002178.SZ,延华智能,,"97,040.0000","245,384.4100","280,278.4400","323,794.7300","674,377.5500","1,004,354.4500","628,277.4200","1,145,832.5300","1,162,080.4800",科学研究和技术服务业
002179.SZ,中航光电,,"3,734,117.6500","2,326,732.7900","2,153,834.0400","5,713,264.0600","5,694,430.5800","4,771,892.5100","7,329,580.9700","6,690,537.5700","3,295,738.3600",制造业
002180.SZ,纳思达,,"28,735.8100","159,048.0800","1,477,583.9300","9,129,383.0900","34,197,661.1300","158,262,521.6700","113,664,403.0800","130,700,430.3500","158,319,305.9900",制造业
002181.SZ,粤传媒,,,,"16,793,346.2000","2,095,385.6900","4,968,443.8800","2,743,077.0500","4,222,028.0200","1,589,553.3100","667,027.7200",租赁和商务服务业
002182.SZ,云海金属,,,,,,,,,,,制造业
002183.SZ,怡亚通,,"36,485,261.0000","33,473,062.0000","35,720,367.0000","45,352,532.0000","41,530,220.0000","70,807,451.0000","101,774,112.0000","66,153,584.0000","84,179,120.0000",租赁和商务服务业
002184.SZ,海得控制,,"1,988,864.2100","738,996.6300","185,095.7000","70,077.7200","26,699.0000","86,452.8300","17,331,867.4100","15,572,034.0000","3,913,397.3400",制造业
002185.SZ,华天科技,,"118,683.5100","216,246.8600","189,803.8800","1,209,449.1600","1,234,296.4900","2,227,644.4800","1,037,381.7500","1,779,157.8600","1,882,097.6400",制造业
002186.SZ,全聚德,,,"8,004,779.0200","6,665,647.4000","6,688,435.2700","13,410,134.4500","14,522,464.2100","15,524,497.9800","18,200,710.2200","25,692,360.9900",住宿和餐饮业
002187.SZ,广百股份,,"36,992,120.3200","33,262,643.4400","32,084,114.8400","30,672,269.5500","22,782,307.0200","23,443,829.0700","29,978,173.1900","22,346,160.6400","15,735,564.3100",批发和零售业
002188.SZ,*ST巴士,,,,"276,860.7500","560,901.0100","23,684,022.3600","29,691,175.8800","4,860,255.3500",0.0000,,租赁和商务服务业
002189.SZ,中光学,,"279,925.5800","391,985.5100","257,909.4000","388,572.1600","343,221.5700","339,687.6300","1,033,969.9900","818,760.8300","568,523.2300",制造业
002190.SZ,成飞集成,,"1,029,254.4500","1,008,654.7000","2,308,736.7100","2,176,619.2900","1,847,059.2500","2,138,066.8600","1,718,576.8100","155,339.8000","98,340.0700",制造业
002191.SZ,劲嘉股份,,"14,129,182.0600","12,070,013.2200","8,946,178.9900","12,166,195.1500","11,121,553.2100","14,575,907.2900","16,986,214.9700",,,制造业
002192.SZ,融捷股份,,,,,,,,,"531,161.1300","2,500.0000",采矿业
002193.SZ,如意集团,,"3,403,934.2300","2,051,494.5400","1,478,833.3400","446,188.8700","1,530,933.3100","4,894,858.2200","5,641,345.1900",,"663,669.1900",制造业
002194.SZ,武汉凡谷,,,,,,,,,,,制造业
002195.SZ,二三四五,,"9,629.6300",0.0000,"63,411,147.4200","350,622,940.1500","464,456,683.0400","529,160,603.4100","738,183,078.8400","704,602,220.5100",0.0000,信息传输、软件和信息技术服务业
002196.SZ,方正电机,,"1,378,531.1100","635,299.6700","2,124,537.7900","2,026,377.2700","3,906,871.4000","2,903,760.0500","2,157,318.1900","1,680,112.7500","1,834,414.7100",制造业
002197.SZ,证通电子,,"8,917,952.7000","7,832,460.9500","10,448,404.4000","5,769,939.1400","11,564,065.4000","7,468,278.0500","6,047,349.0200","2,121,113.1700","754,615.1200",制造业
002198.SZ,嘉应制药,,"23,959,605.1200","33,201,639.9900","82,853,478.1400","93,411,041.9100","74,460,381.3800","92,090,079.6000","141,542,738.5300","190,114,987.2100","178,939,269.8200",制造业
002199.SZ,东晶电子,,"457,061.3500","523,398.4200","546,021.3100","302,721.2200","29,755.3700","60,000.0000","59,282.7500","16,606.0400",0.0000,制造业
002200.SZ,ST云投,,"19,693.9100","4,727.3600","10,600.0000","74,762.0000","60,709.8100","1,439,187.9800","742,742.8900","51,804.9500","7,073.0000",农、林、牧、渔业
002201.SZ,九鼎新材,,"320,670.0000","77,296.4000","78,000.0000",,,"1,779,814.0400","2,066,678.9500","2,184,259.2300","447,051.7300",制造业
002202.SZ,金风科技,,,,,,,,,,,制造业
002203.SZ,海亮股份,,,,,,,,,,,制造业
002204.SZ,大连重工,,,,,,,,,,,制造业
002205.SZ,国统股份,,,,,,,,"4,183,884.6900","411,597.9900","1,678,062.0700",制造业
002206.SZ,海利得,,"3,746,255.1300","2,951,229.2800","6,282,359.9500","4,217,217.7400","5,873,700.5300","5,254,300.3100","4,583,868.0500","4,920,041.3700","1,909,333.2200",制造业
002207.SZ,准油股份,,,,,,,,,,,采矿业
002208.SZ,合肥城建,,"8,989,754.2700","11,020,575.2700","10,999,185.3000","17,038,533.0200","17,508,280.5200","16,028,804.5400","18,394,555.2200","11,243,849.5800","16,190,688.0900",房地产业
002209.SZ,达意隆,,"6,402,980.5500","9,007,709.7700","6,591,769.6400","6,150,592.5200","7,765,997.2600","7,648,864.9200","9,219,022.4800","7,304,735.5800","1,262,198.9000",制造业
002210.SZ,*ST飞马,,,,,,,,,,,租赁和商务服务业
002211.SZ,宏达新材,,"25,242.3400",,,,,,,,,制造业
002212.SZ,天融信,,"9,971,100.0200","10,384,722.4000","13,812,022.3900","6,716,942.1500","7,296,405.8400","10,623,835.4800","11,893,618.0600","20,520,639.0800","6,641,106.9600",信息传输、软件和信息技术服务业
002213.SZ,大为股份,,"525,393.0400","1,419,307.4400","946,935.8400","243,279.0400","52,112.2400","157,684.5500","10,388.3500","36,631.6100","112,636.7500",制造业
002214.SZ,大立科技,,"2,806,992.8200","2,392,174.4000","2,052,508.3500","2,325,800.1500","1,802,343.4600","1,989,518.7200","2,239,679.2700","2,900,620.4400","1,308,684.8400",制造业
002215.SZ,诺普信,,"31,238,442.4300","30,676,750.6800","35,349,669.3700","112,557,408.9300","200,607,582.2700","49,658,509.2100","51,776,213.6500","54,344,914.8000","50,541,971.2600",制造业
002216.SZ,三全食品,,"306,414,446.0100","378,784,854.0200","508,520,465.6900","495,575,759.2400","591,033,874.2100","552,862,006.1900","558,922,745.6800","525,964,321.0100","245,226,035.3800",制造业
002217.SZ,合力泰,,0.0000,"64,465.1600","1,760,367.7000","2,168,824.0100","2,064,438.3800","1,186,837.6400","1,333,477.7400","1,204,730.0600","93,248.9200",制造业
002218.SZ,拓日新能,,"2,810,783.8800","2,000,986.7700","1,094,634.4100","1,067,491.4000","1,167,307.7100","1,513,420.1200","1,259,332.4700","1,209,931.5600","325,652.1300",制造业
002219.SZ,*ST恒康,,"41,266.8900","37,843.4300","2,826,166.5000","2,841,079.9400","6,245,244.4500","2,706,932.3900","20,369,303.8200","39,209,702.1100","48,992,281.8800",制造业
002221.SZ,东华能源,,,,"4,814.6000","448,079.0000","30,182.1300","43,138.4100","96,891.7400","50,395.6600","98,475.2400",批发和零售业
002222.SZ,福晶科技,,"1,116,205.3900","1,229,631.1100","1,546,067.0300","1,227,940.1400","1,010,204.1700","2,312,232.6300","2,138,761.8000","2,636,769.6000","2,847,292.8100",制造业
002223.SZ,鱼跃医疗,,"30,817,404.4500","38,346,118.9700","47,068,436.7000","57,230,085.9700","57,429,098.2200","91,735,238.7100","110,587,129.4900","177,179,388.8000","135,329,281.9700",制造业
002224.SZ,三力士,,,"1,754,510.9100","2,037,106.2300","4,152,671.3600","6,733,626.4500","2,151,989.4000","3,154,237.0200",,"1,919,584.8400",制造业
002225.SZ,濮耐股份,,"1,748,201.0000","1,098,876.6600","2,119,382.5900","1,720,599.7900","1,276,880.7200","4,628,822.3200","6,715,540.5900","5,351,615.9200","1,876,263.9500",制造业
002226.SZ,江南化工,,"595,266.0000",,,,,,,,,制造业
002227.SZ,奥特迅,,,,,,,,,,,制造业
002228.SZ,合兴包装,,,,,,,,,,,制造业
002229.SZ,鸿博股份,,"875,035.8200","1,990,995.9000","4,128,651.6200","1,517,761.4900","3,562,131.4800","1,781,072.5400","209,280.7300","75,714.2700","97,108.9600",制造业
002230.SZ,科大讯飞,,"5,637,099.8500","5,605,645.5400","13,897,568.7300","24,756,512.2700","47,771,166.7400","92,783,015.2100","195,255,221.1600","212,165,627.9100","350,589,522.6500",信息传输、软件和信息技术服务业
002231.SZ,奥维通信,,"146,235.2400","493,009.4300","353,944.2000","16,375.7600","118,752.7100","42,520.5900",,,,制造业
002232.SZ,启明信息,,"50,775.0000","461,975.9000","84,109.7200",,,,,,,信息传输、软件和信息技术服务业
002233.SZ,塔牌集团,,,,,,,,,,,制造业
002234.SZ,民和股份,,"309,842.4900","935,566.0900","8,810,010.4900","13,256,864.3100","2,313,423.8000","3,850,340.9400","6,708,586.1700","3,246,350.0600","2,147,556.7900",农、林、牧、渔业
002235.SZ,安妮股份,,,,,,,,,,,信息传输、软件和信息技术服务业
002236.SZ,大华股份,,,,,,,,,,,制造业
002237.SZ,恒邦股份,,"1,272,430.7800","2,345,846.9600","766,314.3300","2,139,613.7200","1,970,858.3000","1,783,897.4200","2,289,563.0100","968,875.6300","197,697.7200",制造业
002238.SZ,天威视讯,,"5,493,596.5200","9,023,453.3000","9,460,706.6300","16,762,304.1100","17,250,072.3700","11,634,519.1300","14,577,747.2100","8,079,617.0300","3,119,055.8600",信息传输、软件和信息技术服务业
002239.SZ,奥特佳,,,,,"1,453,162.5700","4,706,642.5100","8,338,365.3100","5,776,431.5400","10,257,125.7000","14,018,252.1100",制造业
002240.SZ,盛新锂能,,"6,906,376.0500","7,216,862.2800","5,018,155.2600","13,464,215.4200","18,169,642.4000","24,839,099.8700","19,466,107.9100","44,834,579.0300","23,769,030.2600",制造业
002241.SZ,歌尔股份,,,,,,,,,,,制造业
002242.SZ,九阳股份,,,,,,,,,,,制造业
002243.SZ,力合科创,,,,"1,765,369.2600","626,693.7900","859,541.6200","856,813.2100","1,294,311.3700","3,896,025.0400","4,914,549.1100",制造业
002244.SZ,滨江集团,,"34,970,930.0000","67,513,571.6200","63,220,939.7600","53,995,629.9200","44,955,451.6000",,,,,房地产业
002245.SZ,蔚蓝锂芯,,,,,,,,,,,交通运输、仓储和邮政业
002246.SZ,北化股份,,,,,,,,,,,制造业
002247.SZ,*ST聚力,,"1,964,864.7600","1,659,964.9800","1,633,385.7900","2,266,448.2700","1,335,724.7800","6,177,405.8100","10,063,852.2500","5,058,873.3100","2,544,353.9500",信息传输、软件和信息技术服务业
002248.SZ,华东数控,,"1,156,057.0200","766,245.6300","1,074,663.7700","280,545.2300","97,148.7000","118,912.9000","1,206,690.9200","1,433,311.5600","875,282.4700",制造业
002249.SZ,大洋电机,,,"1,083,723.8600","1,966,697.4100","7,147,535.1100","8,915,646.8000","9,060,085.8500","9,752,405.6100","10,537,617.1300","8,210,762.5700",制造业
002250.SZ,联化科技,,,,,,,,,,,制造业
002251.SZ,步步高,,"126,717,252.5700","115,766,621.0100","118,310,114.3100","183,114,429.6000","133,889,309.2400","84,388,938.7400","107,514,303.5000","120,206,281.6100","112,484,174.5800",批发和零售业
002252.SZ,上海莱士,,,,,"1,213,653.9400","2,343,256.9200","21,552,697.4300","103,048,420.9400","139,033,066.9800","98,939,994.3600",制造业
002253.SZ,川大智胜,,"147,279.0000","866,795.9700","2,167,727.9400","97,474.2500","188,020.6800","237,607.0300","1,588,169.7600","564,203.7600","213,574.3600",信息传输、软件和信息技术服务业
002254.SZ,泰和新材,,"1,917,619.3500","1,605,209.4600","972,822.1400","1,179,809.0300","1,853,219.4600","4,399,212.4900","4,221,565.5200","2,525,202.5000","3,353,100.6700",制造业
002255.SZ,海陆重工,,,,,,,,,,,制造业
002256.SZ,*ST兆新,,,,"1,698,057.6500","4,628,052.0700","9,126,612.6100","2,936,404.1200","1,644,695.5800","918,123.5200","1,333,066.2600",电力、热力、燃气及水生产和供应业
002258.SZ,利尔化学,,"2,890,950.8700","2,163,694.4000","3,489,365.1300","5,142,702.4000","4,943,308.0300","4,665,608.6900","4,889,309.1500","10,020,687.7200","3,847,691.1400",制造业
002259.SZ,*ST升达,,"9,901,123.8900","11,168,253.6500","19,446,097.3600","9,903,160.8300","6,804,717.5800","47,403.1000","260,047.0400",,,电力、热力、燃气及水生产和供应业
002260.SZ,*ST德奥,,"3,825,461.0100","2,760,140.5900","2,023,610.6600","2,383,015.3900","3,480,128.6400","4,630,682.6400","376,221.0000","49,041.6200","22,817.1500",制造业
002261.SZ,拓维信息,,"1,973,326.1900","1,383,398.4000","1,732,425.8600","13,051,880.7200","6,449,446.4800","6,258,597.5700","38,778,105.9500","63,223,931.0900","42,307,575.1900",信息传输、软件和信息技术服务业
002262.SZ,恩华药业,,,,,,,,,,,制造业
002263.SZ,大东南,,,,,,,,,,"229,081.8900",制造业
002264.SZ,新华都,,"70,640,803.1400","71,222,579.3700","53,418,074.5700","51,007,965.0200","43,804,682.4100","52,325,939.7500","72,255,168.5000","106,358,420.3200","90,466,646.0900",批发和零售业
002265.SZ,西仪股份,,"204,421.0000","69,333.5800",,"71,164.7800","40,950.0000","122,207.5400","67,501.4100","248,628.1300","14,622.6400",制造业
002266.SZ,浙富控股,,"1,106,610.1600","1,529,387.3000","540,962.9600","647,904.8800","593,735.7200","206,291.5200",,,,水利、环境和公共设施管理业
002267.SZ,陕天然气,,"255,645.4700","6,722,904.5900","4,142,125.0900","152,335.8000","306,818.2600","259,761.6700","397,332.4700","577,244.3200","479,050.8900",电力、热力、燃气及水生产和供应业
002268.SZ,卫士通,,"5,926,586.7300","2,598,364.4800","2,245,269.5700","3,619,948.4100","3,276,242.2400","3,347,875.0500","3,329,024.0300","2,190,511.3800","2,675,835.5600",信息传输、软件和信息技术服务业
002269.SZ,美邦服饰,,"75,400,492.0000","48,908,318.0000","56,987,844.0000","136,865,840.0000","144,165,657.0000","108,910,027.0000","96,232,383.0000","106,476,553.0000","89,167,652.3300",制造业
002270.SZ,华明装备,,"3,144,869.8700","2,328,936.6300","2,089,921.3000","-5,593,947.2500","-6,476,055.7200","3,958,930.0400","-9,189,928.0800","6,879,803.6100","1,681,957.3200",制造业
002271.SZ,东方雨虹,,"21,927,964.7100","38,130,166.0800","65,847,763.5100","131,613,813.5100","129,639,069.1500","186,262,687.1700","358,379,122.7900","498,321,526.9300","463,881,138.5100",制造业
002272.SZ,川润股份,,"1,248,499.5000","732,882.6700","347,379.2200","222,265.8200","79,842.9700","471,969.6100","1,849,399.3800","1,021,229.0100","1,741,580.1500",制造业
002273.SZ,水晶光电,,"160,823.5200","721,363.7700","1,736,927.9500","3,217,975.4700","3,039,863.8000","2,195,583.8600","3,996,740.1800","5,942,868.9800","6,400,996.0500",制造业
002274.SZ,华昌化工,,"2,890,625.5000","5,743,063.9900","10,613,689.7100","14,804,151.1800","11,067,366.3600","12,027,083.7500","12,610,966.7700","12,914,527.6200","9,991,743.1400",制造业
002275.SZ,桂林三金,,"193,919,712.6400","231,420,943.1000","176,974,741.9300","187,774,979.0400","206,463,836.2300","349,779,770.2700","294,376,742.5500","308,184,032.5400","307,694,758.5700",制造业
002276.SZ,万马股份,,,,,,,,,,,制造业
002277.SZ,友阿股份,,"16,197,503.5200","20,492,897.2600","27,209,715.6900","34,752,731.7300","55,329,938.6400","34,302,656.5700","42,066,640.0000","8,789,067.9200",,批发和零售业
002278.SZ,神开股份,,,,,,,,,,,制造业
002279.SZ,久其软件,,"958,638.5300","262,892.0000","722,151.0700","2,841,488.8000","6,166,643.2000","6,875,062.1500","8,666,259.6400","3,703,686.0800","1,465,232.4100",信息传输、软件和信息技术服务业
002280.SZ,*ST联络,,,,"12,942,583.6200","9,289,147.8000","87,924,976.5500","288,240,868.7800","379,099,819.5000","226,166,188.7500","258,810,919.8300",信息传输、软件和信息技术服务业
002281.SZ,光迅科技,,"3,441,506.0000","2,458,577.9200","3,712,128.8800","3,241,595.9900","36,243,039.2200","24,322,749.5900","25,842,151.9700","42,665,623.6100","31,933,389.6100",制造业
002282.SZ,博深股份,,"14,081,423.2100","4,616,114.6700","6,441,635.5400","7,596,805.7700","3,618,357.3700","4,657,828.0200","5,911,919.2700","4,857,324.5100","3,670,001.2200",制造业
002283.SZ,天润工业,,"365,311.2800","552,191.6200","1,137,751.7200","533,406.7000","317,318.5400","665,156.7200","459,895.0400","876,194.1300","740,715.9900",制造业
002284.SZ,亚太股份,,,,,,,,,,,制造业
002285.SZ,世联行,,,,,,,,,,,房地产业
002286.SZ,保龄宝,,"2,278,078.4100","1,525,914.6200","2,735,962.0300","3,411,288.9200","3,688,057.5900","2,896,938.3500","3,120,755.0900","3,204,212.9000","1,352,599.1900",制造业
002287.SZ,奇正藏药,,"66,642,669.5500","86,955,012.8400","118,143,557.3300","159,354,304.5000","169,570,447.3400","212,397,122.8900","310,104,315.7300","395,406,085.5400","457,653,245.5200",制造业
